Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
hCoV-19/USA/CA-CZB077/2020|EPI_ISL_428996|2020-03-28	3/28/20	USA	North America	195	26	25	19	1	1	1	1	1	1	3293	258
hCoV-19/USA/CA-CZB078/2020|EPI_ISL_429019|2020-03-28	3/28/20	USA	North America	1889	1	1	1	1	1	1	3	1	1	2586	256
hCoV-19/USA/CA-CZB071/2020|EPI_ISL_428991|2020-03-28	3/28/20	USA	North America	195	26	25	1	39	1	1	1	1	1	3297	258
hCoV-19/USA/CA-CZB089/2020|EPI_ISL_429050|2020-03-28	3/28/20	USA	North America	52	26	1	1	1	1	1	1	1	1	255	255
hCoV-19/USA/CA-CZB086/2020|EPI_ISL_429033|2020-03-28	3/28/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CZB091/2020|EPI_ISL_429008|2020-03-28	3/28/20	USA	North America	2412	246	1	1	1	1	1	3	1	1	3313	256
hCoV-19/USA/CA-CZB095/2020|EPI_ISL_429006|2020-03-28	3/28/20	USA	North America	4	1	218	1	1	1	1	1	1	1	3319	4
hCoV-19/USA/CA-CZB0104/2020|EPI_ISL_428990|2020-03-28	3/28/20	USA	North America	2423	26	25	1	1	1	1	1	1	1	3330	258
hCoV-19/USA/CA-CZB069/2020|EPI_ISL_428999|2020-03-28	3/28/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CZB0103/2020|EPI_ISL_429000|2020-03-28	3/28/20	USA	North America	194	1	1	1	1	1	1	3	1	1	256	256
hCoV-19/USA/CA-SR0195/2020|EPI_ISL_437587|2020-03-28	3/28/20	USA	North America	2432	1	4	1	1	1	1	1	147	1	3342	550
hCoV-19/USA/CA-CZB090/2020|EPI_ISL_429049|2020-03-28	3/28/20	USA	North America	194	1	1	1	1	1	1	3	1	1	256	256
hCoV-19/USA/CA-CZB082/2020|EPI_ISL_429032|2020-03-28	3/28/20	USA	North America	2434	1	1	1	1	1	1	3	1	1	3344	256
hCoV-19/USA/CA-CZB0107/2020|EPI_ISL_429036|2020-03-28	3/28/20	USA	North America	2442	1	1	1	1	1	1	1	1	1	3358	4
hCoV-19/USA/CA-SR0188/2020|EPI_ISL_437592|2020-03-28	3/28/20	USA	North America	1246	26	25	1	1	1	1	1	1	1	1682	258
hCoV-19/USA/CA-CZB067/2020|EPI_ISL_429029|2020-03-28	3/28/20	USA	North America	231	26	1	1	1	1	1	1	1	1	301	301
hCoV-19/USA/CA-CZB0100/2020|EPI_ISL_429015|2020-03-28	3/28/20	USA	North America	2447	26	25	1	1	1	1	1	1	1	3364	258
hCoV-19/USA/CA-CZB088/2020|EPI_ISL_430791|2020-03-28	3/28/20	USA	North America	2452	404	168	1	1	1	1	64	1	1	3370	NA
hCoV-19/USA/CA-CZB072/2020|EPI_ISL_429030|2020-03-28	3/28/20	USA	North America	2454	26	25	1	1	1	1	1	1	1	3372	258
hCoV-19/USA/CA-CZB079/2020|EPI_ISL_429005|2020-03-28	3/28/20	USA	North America	194	1	1	1	1	1	1	3	1	1	256	256
hCoV-19/USA/CA-SR0128/2020|EPI_ISL_445113|2020-03-28	3/28/20	USA	North America	932	26	25	1	1	1	1	1	1	1	2531	258
hCoV-19/USA/CA-SR0130/2020|EPI_ISL_445114|2020-03-28	3/28/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CZB098/2020|EPI_ISL_429002|2020-03-28	3/28/20	USA	North America	2423	26	25	1	1	1	1	1	1	1	3330	258
hCoV-19/USA/CA-CZB080/2020|EPI_ISL_429013|2020-03-28	3/28/20	USA	North America	2469	26	25	1	1	1	1	1	1	1	3392	258
hCoV-19/USA/CA-CZB-1279/2020|EPI_ISL_454637|2020-03-28	3/28/20	USA	North America	52	26	1	1	1	1	1	1	1	1	255	255
hCoV-19/USA/CA-CZB-1442/2020|EPI_ISL_468409|2020-03-28	3/28/20	USA	North America	850	872	25	1	1	1	1	1	1	1	5840	258
hCoV-19/USA/CA-CZB-1443/2020|EPI_ISL_468410|2020-03-28	3/28/20	USA	North America	4952	26	1	1	1	1	1	1	39	1	6749	300
hCoV-19/USA/CA-ALSR-0715-SAN/2020|EPI_ISL_483320|2020-03-28	3/28/20	USA	North America	7410	26	1	1	1	1	1	1	1	1	10025	255
hCoV-19/USA/CA-CSMC63/2020|EPI_ISL_475677|2020-03-28	3/28/20	USA	North America	258	111	25	1	1	1	1	1	1	1	10255	338
hCoV-19/USA/CA-ALSR-0701-SAN/2020|EPI_ISL_483312|2020-03-28	3/28/20	USA	North America	1246	26	25	1	1	1	1	1	138	1	10256	258
hCoV-19/USA/CA-CSMC65/2020|EPI_ISL_475679|2020-03-28	3/28/20	USA	North America	7565	26	25	1	1	1	1	1	1	1	10257	258
hCoV-19/USA/CA-CSMC68/2020|EPI_ISL_475682|2020-03-28	3/28/20	USA	North America	231	1439	1	1	1	1	1	1	4	1	10267	498
hCoV-19/USA/CA-CSMC64/2020|EPI_ISL_475678|2020-03-28	3/28/20	USA	North America	7575	26	25	1	1	1	1	1	1	1	10271	258
hCoV-19/USA/CA-CSMC69/2020|EPI_ISL_475683|2020-03-28	3/28/20	USA	North America	7578	26	25	1	1	1	1	1	1	1	10274	258
hCoV-19/USA/CA-CSMC66/2020|EPI_ISL_475680|2020-03-28	3/28/20	USA	North America	7585	26	1	1	1	1	1	1	39	1	10282	300
hCoV-19/USA/CA-CSMC13/2020|EPI_ISL_475607|2020-03-28	3/28/20	USA	North America	7587	1444	1	1	1	1	1	3	1	1	10285	256
hCoV-19/USA/CA-ALSR-0699-SAN/2020|EPI_ISL_483310|2020-03-28	3/28/20	USA	North America	7588	26	25	1	1	1	1	1	1	1	10286	258
hCoV-19/USA/CA-ALSR-0698-SAN/2020|EPI_ISL_483309|2020-03-28	3/28/20	USA	North America	7592	1	29	1	1	1	1	3	36	1	10291	355
hCoV-19/USA/CA-CSMC67/2020|EPI_ISL_475681|2020-03-28	3/28/20	USA	North America	4	1	1	1	1	1	1	1	1	1	4	4
hCoV-19/USA/CA-CSMC12/2020|EPI_ISL_475596|2020-03-28	3/28/20	USA	North America	195	194	25	1	1	1	1	1	1	1	1240	258
hCoV-19/USA/CA-ALSR-0943-SAN/2020|EPI_ISL_483427|2020-03-28	3/28/20	USA	North America	932	26	25	1	1	1	1	1	1	1	2531	258
hCoV-19/USA/CA-ALSR-0945-SAN/2020|EPI_ISL_483429|2020-03-28	3/28/20	USA	North America	7588	26	25	1	1	1	1	1	1	1	10286	258
hCoV-19/USA/CA-ALSR-0700-SAN/2020|EPI_ISL_483311|2020-03-28	3/28/20	USA	North America	7595	26	25	1	1	1	1	1	1	1	10294	258
hCoV-19/USA/CA-CZB-1598/2020|EPI_ISL_468527|2020-03-29	3/29/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-CZB-1199/2020|EPI_ISL_450448|2020-03-29	3/29/20	USA	North America	5006	1	4	1	1	1	1	1	1	1	6822	550
hCoV-19/USA/CA-ALSR-0706-SAN/2020|EPI_ISL_483315|2020-03-29	3/29/20	USA	North America	4813	952	25	1	1	1	1	1	1	1	6566	258
hCoV-19/USA/CA-ALSR-0687-SAN/2020|EPI_ISL_483303|2020-03-29	3/29/20	USA	North America	7599	26	25	1	1	1	1	14	1	1	10302	768
hCoV-19/USA/CA-ALSR-0686-SAN/2020|EPI_ISL_483302|2020-03-29	3/29/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0953-SAN/2020|EPI_ISL_483430|2020-03-29	3/29/20	USA	North America	7607	26	150	1	1	1	1	1	1	1	10318	258
hCoV-19/USA/CA-ALSR-0685-SAN/2020|EPI_ISL_483301|2020-03-29	3/29/20	USA	North America	7608	26	25	1	1	1	1	1	1	1	10320	258
hCoV-19/USA/CA-ALSR-0713-SAN/2020|EPI_ISL_483319|2020-03-29	3/29/20	USA	North America	6442	26	25	1	1	1	1	1	817	1	10321	258
hCoV-19/USA/CA-ALSR-0941-SAN/2020|EPI_ISL_483426|2020-03-29	3/29/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0696-SAN/2020|EPI_ISL_483307|2020-03-29	3/29/20	USA	North America	195	26	25	1	1	1	1	14	1	1	768	768
hCoV-19/USA/CA-ALSR-0955-SAN/2020|EPI_ISL_483431|2020-03-29	3/29/20	USA	North America	4813	952	25	1	1	1	1	1	1	1	6566	258
hCoV-19/USA/CA-SR0190/2020|EPI_ISL_437590|2020-03-30	3/30/20	USA	North America	2538	530	1	1	1	1	1	80	39	1	3495	NA
hCoV-19/USA/CA-CZB-1132/2020|EPI_ISL_445180|2020-03-30	3/30/20	USA	North America	2607	26	25	1	1	1	1	1	1	1	3589	258
hCoV-19/USA/CA-SR0132/2020|EPI_ISL_445115|2020-03-30	3/30/20	USA	North America	2617	247	25	1	1	1	1	1	1	1	3600	258
hCoV-19/USA/CA-SR0419/2020|EPI_ISL_467953|2020-03-30	3/30/20	USA	North America	231	792	1	1	1	1	62	1	4	1	6832	10221
hCoV-19/USA/CA-CZB-1196/2020|EPI_ISL_450445|2020-03-30	3/30/20	USA	North America	901	26	25	1	1	1	1	1	1	1	1200	258
hCoV-19/USA/CA-SR0439/2020|EPI_ISL_467966|2020-03-30	3/30/20	USA	North America	5019	980	25	1	1	1	1	14	1	1	6845	NA
hCoV-19/USA/CA-SR0457/2020|EPI_ISL_467979|2020-03-30	3/30/20	USA	North America	5022	982	1	1	1	1	1	1	1	1	6850	NA
hCoV-19/USA/CA-SR0461/2020|EPI_ISL_467983|2020-03-30	3/30/20	USA	North America	5022	984	1	1	1	1	1	1	1	1	6869	255
hCoV-19/USA/CA-SR0447/2020|EPI_ISL_467971|2020-03-30	3/30/20	USA	North America	5022	984	1	1	1	1	1	1	1	1	6869	255
hCoV-19/USA/CA-SR0452/2020|EPI_ISL_467975|2020-03-30	3/30/20	USA	North America	52	990	1	1	1	1	8	1	1	1	6892	255
hCoV-19/USA/CA-CZB-1677/2020|EPI_ISL_468617|2020-03-30	3/30/20	USA	North America	5056	26	25	1	1	1	1	1	1	1	6901	258
hCoV-19/USA/CA-CZB-1197/2020|EPI_ISL_450446|2020-03-30	3/30/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0823-SAN/2020|EPI_ISL_483383|2020-03-30	3/30/20	USA	North America	2617	247	25	1	1	1	1	1	1	1	3600	258
hCoV-19/USA/CA-ALSR-0805-SAN/2020|EPI_ISL_483371|2020-03-30	3/30/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0816-SAN/2020|EPI_ISL_483378|2020-03-30	3/30/20	USA	North America	7632	26	25	1	1	1	1	1	1	1	10351	258
hCoV-19/USA/CA-CSMC41/2020|EPI_ISL_475653|2020-03-30	3/30/20	USA	North America	258	26	25	1	1	1	1	1	1	1	338	338
hCoV-19/USA/CA-ALSR-0976-SAN/2020|EPI_ISL_483435|2020-03-30	3/30/20	USA	North America	7641	26	25	1	1	1	1	1	1	1	10361	258
hCoV-19/USA/CA-ALSR-0704-SAN/2020|EPI_ISL_483313|2020-03-30	3/30/20	USA	North America	7641	26	25	1	1	1	1	1	1	1	10361	258
hCoV-19/USA/CA-ALSR-0939-SAN/2020|EPI_ISL_483425|2020-03-30	3/30/20	USA	North America	7647	26	25	1	1	1	1	1	1	1	10369	258
hCoV-19/USA/CA-ALSR-0990-SAN/2020|EPI_ISL_483446|2020-03-30	3/30/20	USA	North America	7650	26	25	1	1	1	1	1	1	1	10373	258
hCoV-19/USA/CA-ALSR-0815-SAN/2020|EPI_ISL_483377|2020-03-30	3/30/20	USA	North America	7595	26	25	1	1	1	1	1	1	1	10294	258
hCoV-19/USA/CA-CSMC134/2020|EPI_ISL_475612|2020-03-30	3/30/20	USA	North America	7657	1457	1	1	3	1	1	5	164	1	10381	NA
hCoV-19/USA/CA-ALSR-0989-SAN/2020|EPI_ISL_483445|2020-03-30	3/30/20	USA	North America	7658	26	25	1	1	1	198	189	1	1	10384	NA
hCoV-19/USA/CA-ALSR-0810-SAN/2020|EPI_ISL_483374|2020-03-30	3/30/20	USA	North America	7662	26	25	1	1	1	1	1	1	1	10391	258
hCoV-19/USA/CA-ALSR-0809-SAN/2020|EPI_ISL_483373|2020-03-30	3/30/20	USA	North America	3852	26	25	1	1	1	1	1	1	1	5243	258
hCoV-19/USA/CA-ALSR-0524-SAN/2020|EPI_ISL_483201|2020-03-30	3/30/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0806-SAN/2020|EPI_ISL_483372|2020-03-30	3/30/20	USA	North America	7641	26	25	1	1	1	1	1	1	1	10361	258
hCoV-19/USA/CA-ALSR-0812-SAN/2020|EPI_ISL_483375|2020-03-30	3/30/20	USA	North America	3852	26	25	1	1	1	1	1	1	1	5243	258
hCoV-19/USA/CA-ALSR-0684-SAN/2020|EPI_ISL_483300|2020-03-30	3/30/20	USA	North America	7641	26	25	1	1	1	1	1	1	1	10361	258
hCoV-19/USA/CA-ALSR-0977-SAN/2020|EPI_ISL_483436|2020-03-30	3/30/20	USA	North America	7608	26	25	1	1	1	1	1	1	1	10320	258
hCoV-19/USA/CA-ALSR-0707-SAN/2020|EPI_ISL_483316|2020-03-30	3/30/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0711-SAN/2020|EPI_ISL_483318|2020-03-30	3/30/20	USA	North America	2617	247	25	1	1	1	1	1	1	1	3600	258
hCoV-19/USA/CA-CZB0737/2020|EPI_ISL_429025|2020-03-31	3/31/20	USA	North America	194	1	1	1	1	1	1	3	1	1	256	256
hCoV-19/USA/CA-CZB0740/2020|EPI_ISL_429023|2020-03-31	3/31/20	USA	North America	2727	219	25	1	1	1	1	1	1	1	3742	NA
hCoV-19/USA/CA-SR0135/2020|EPI_ISL_445116|2020-03-31	3/31/20	USA	North America	2742	26	25	1	1	1	1	1	1	1	3759	258
hCoV-19/USA/CA-CZB0721/2020|EPI_ISL_429020|2020-03-31	3/31/20	USA	North America	194	562	250	1	1	1	1	3	369	1	3794	NA
hCoV-19/USA/CA-CZB-1000/2020|EPI_ISL_436641|2020-03-31	3/31/20	USA	North America	4	1	252	1	1	1	1	1	1	1	3799	4
hCoV-19/USA/CA-CZB-1033/2020|EPI_ISL_436674|2020-03-31	3/31/20	USA	North America	2776	1	1	1	1	1	1	1	1	1	3810	4
hCoV-19/USA/CA-CZB-1131/2020|EPI_ISL_445179|2020-03-31	3/31/20	USA	North America	195	1	25	1	1	1	1	1	1	1	3835	258
hCoV-19/USA/CA-CZB0731/2020|EPI_ISL_429026|2020-03-31	3/31/20	USA	North America	2801	26	25	1	1	1	1	1	1	1	3848	258
hCoV-19/USA/CA-ALSR-0991-SAN/2020|EPI_ISL_483447|2020-03-31	3/31/20	USA	North America	2617	247	25	1	1	1	1	1	1	1	3600	258
hCoV-19/USA/CA-ALSR-0494-SAN/2020|EPI_ISL_483179|2020-03-31	3/31/20	USA	North America	7685	26	25	1	1	1	199	1	1	1	10427	258
hCoV-19/USA/CA-ALSR-0837-SAN/2020|EPI_ISL_483392|2020-03-31	3/31/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0801-SAN/2020|EPI_ISL_483368|2020-03-31	3/31/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0477-SAN/2020|EPI_ISL_483167|2020-03-31	3/31/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0975-SAN/2020|EPI_ISL_483434|2020-03-31	3/31/20	USA	North America	7689	26	25	1	62	1	1	1	584	1	10432	NA
hCoV-19/USA/CA-ALSR-0483-SAN/2020|EPI_ISL_483171|2020-03-31	3/31/20	USA	North America	7690	26	25	1	1	1	1	1	1	1	10433	258
hCoV-19/USA/CA-ALSR-0982-SAN/2020|EPI_ISL_483441|2020-03-31	3/31/20	USA	North America	7691	26	25	1	226	1	1	1	1	1	10434	258
hCoV-19/USA/CA-ALSR-0803-SAN/2020|EPI_ISL_483370|2020-03-31	3/31/20	USA	North America	7694	26	25	1	1	1	1	1	1	1	10439	258
hCoV-19/USA/CA-ALSR-0484-SAN/2020|EPI_ISL_483172|2020-03-31	3/31/20	USA	North America	7694	26	25	1	1	1	1	1	1	1	10439	258
hCoV-19/USA/CA-ALSR-0980-SAN/2020|EPI_ISL_483439|2020-03-31	3/31/20	USA	North America	7690	26	25	1	1	1	1	1	1	1	10433	258
hCoV-19/USA/CA-CSMC44/2020|EPI_ISL_475656|2020-03-31	3/31/20	USA	North America	7695	26	25	1	1	1	1	1	182	1	10442	258
hCoV-19/USA/CA-ALSR-0506-SAN/2020|EPI_ISL_483189|2020-03-31	3/31/20	USA	North America	2617	247	25	1	1	1	1	1	1	1	3600	258
hCoV-19/USA/CA-ALSR-0709-SAN/2020|EPI_ISL_483317|2020-03-31	3/31/20	USA	North America	7689	26	25	1	62	1	1	1	584	1	10432	NA
hCoV-19/USA/CA-ALSR-0832-SAN/2020|EPI_ISL_483388|2020-03-31	3/31/20	USA	North America	1245	26	25	1	1	1	1	1	1	1	2285	258
hCoV-19/USA/CA-ALSR-0830-SAN/2020|EPI_ISL_483386|2020-03-31	3/31/20	USA	North America	7685	26	25	1	1	1	199	1	1	1	10427	258
hCoV-19/USA/CA-ALSR-0508-SAN/2020|EPI_ISL_483190|2020-03-31	3/31/20	USA	North America	7705	1465	25	1	1	1	1	1	1	1	10454	258
hCoV-19/USA/CA-CSMC45/2020|EPI_ISL_475657|2020-03-31	3/31/20	USA	North America	258	26	25	1	1	1	1	1	1	1	338	338
