Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
hCoV-19/USA/CA-SR0356/2020|EPI_ISL_458241|2020-04-09	4/9/20	USA	North America	5640	247	25	1	1	1	1	1	1	1	7695	258
hCoV-19/USA/CA-CSMC128/2020|EPI_ISL_475605|2020-04-09	4/9/20	USA	North America	8029	366	25	1	1	1	1	1	852	1	10878	NA
hCoV-19/USA/CA-CSMC126/2020|EPI_ISL_475603|2020-04-09	4/9/20	USA	North America	8041	26	25	1	1	1	1	1	1	1	10891	258
hCoV-19/USA/CA-ALSR-1007-SAN/2020|EPI_ISL_483459|2020-04-09	4/9/20	USA	North America	8045	1502	1	1	1	1	1	1	4	1	10896	498
hCoV-19/USA/CA-CSMC48/2020|EPI_ISL_475660|2020-04-09	4/9/20	USA	North America	7500	26	519	1	1	1	1	1	1	1	10154	258
hCoV-19/USA/CA-ALSR-0516-SAN/2020|EPI_ISL_483195|2020-04-09	4/9/20	USA	North America	8045	26	1	1	1	1	1	1	4	1	10905	498
hCoV-19/USA/CA-ALSR-0489-SAN/2020|EPI_ISL_483175|2020-04-09	4/9/20	USA	North America	8045	1502	1	1	1	1	1	1	4	1	10896	498
hCoV-19/USA/CA-CSMC46/2020|EPI_ISL_475658|2020-04-09	4/9/20	USA	North America	8052	620	25	1	1	1	1	1	1	1	10907	258
hCoV-19/USA/CA-ALSR-0774-SAN/2020|EPI_ISL_483350|2020-04-09	4/9/20	USA	North America	8062	26	25	1	1	1	1	1	1	1	10922	258
hCoV-19/USA/CA-ALSR-1027-SAN/2020|EPI_ISL_483471|2020-04-09	4/9/20	USA	North America	8045	26	1	1	1	1	1	1	4	1	10905	498
hCoV-19/USA/CA-CSMC47/2020|EPI_ISL_475659|2020-04-09	4/9/20	USA	North America	7500	26	519	1	1	1	1	1	1	1	10154	258
hCoV-19/USA/CA-ALSR-0522-SAN/2020|EPI_ISL_483200|2020-04-09	4/9/20	USA	North America	8068	26	1	1	1	1	1	1	39	1	10931	300
hCoV-19/USA/CA-ALSR-0833-SAN/2020|EPI_ISL_483389|2020-04-09	4/9/20	USA	North America	8068	26	1	1	1	1	1	1	39	1	10931	300
hCoV-19/USA/CA-CZB-1019/2020|EPI_ISL_436660|2020-04-10	4/10/20	USA	North America	3525	1	252	1	1	1	1	1	1	1	4814	4
hCoV-19/USA/CA-CZB-1024/2020|EPI_ISL_436665|2020-04-10	4/10/20	USA	North America	3525	1	252	1	1	1	1	1	1	1	4814	4
hCoV-19/USA/CA-SR0388/2020|EPI_ISL_458267|2020-04-10	4/10/20	USA	North America	5648	26	150	1	176	1	1	1	1	1	7707	NA
hCoV-19/USA/CA-ALSR-0470-SAN/2020|EPI_ISL_483161|2020-04-10	4/10/20	USA	North America	52	26	1	1	1	1	1	1	39	1	300	300
hCoV-19/USA/CA-ALSR-0479-SAN/2020|EPI_ISL_483168|2020-04-10	4/10/20	USA	North America	8074	884	1	1	1	1	1	3	1	1	10938	256
hCoV-19/USA/CA-ALSR-0525-IPL/2020|EPI_ISL_483202|2020-04-10	4/10/20	USA	North America	8087	792	1	1	1	1	1	1	4	1	10953	10221
hCoV-19/USA/CA-ALSR-0760-IPL/2020|EPI_ISL_483339|2020-04-10	4/10/20	USA	North America	8088	792	1	1	1	1	1	1	4	1	10956	10221
hCoV-19/USA/CA-ALSR-0772-SAN/2020|EPI_ISL_483348|2020-04-10	4/10/20	USA	North America	8074	884	1	1	1	1	1	3	1	1	10938	256
hCoV-19/USA/CA-ALSR-0771-IPL/2020|EPI_ISL_483347|2020-04-10	4/10/20	USA	North America	8087	792	1	1	1	1	1	1	4	1	10953	10221
hCoV-19/USA/CA-CZB-1026/2020|EPI_ISL_436667|2020-04-11	4/11/20	USA	North America	3558	1	252	1	1	1	1	1	1	1	4856	4
hCoV-19/USA/CA-CZB-1025/2020|EPI_ISL_436666|2020-04-11	4/11/20	USA	North America	3525	1	252	1	1	1	1	1	1	1	4814	4
hCoV-19/USA/CA-CZB-1021/2020|EPI_ISL_436662|2020-04-11	4/11/20	USA	North America	3491	1	252	1	1	1	1	1	1	1	4865	4
hCoV-19/USA/CA-CZB-1023/2020|EPI_ISL_436664|2020-04-11	4/11/20	USA	North America	3525	1	252	1	1	1	1	1	1	1	4814	4
hCoV-19/USA/CA-CZB-1613/2020|EPI_ISL_468542|2020-04-11	4/11/20	USA	North America	5670	26	1	20	1	1	1	1	1	32	7737	NA
hCoV-19/USA/CA-SR0409/2020|EPI_ISL_458279|2020-04-11	4/11/20	USA	North America	1246	26	25	1	1	1	1	1	1	1	1682	258
hCoV-19/USA/CA-CZB-1456/2020|EPI_ISL_468417|2020-04-11	4/11/20	USA	North America	5682	26	25	1	115	1	1	14	1	1	7757	768
hCoV-19/USA/CA-ALSR-0763-IPL/2020|EPI_ISL_483342|2020-04-11	4/11/20	USA	North America	1245	26	25	1	1	1	134	1	1	1	11029	258
hCoV-19/USA/CA-ALSR-0762-SAN/2020|EPI_ISL_483341|2020-04-11	4/11/20	USA	North America	1245	26	25	1	1	1	134	1	1	1	11029	258
hCoV-19/USA/CA-CSMC94/2020|EPI_ISL_475711|2020-04-11	4/11/20	USA	North America	195	26	25	1	1	1	1	1	1	1	258	258
hCoV-19/USA/CA-ALSR-0761-IPL/2020|EPI_ISL_483340|2020-04-11	4/11/20	USA	North America	8160	26	25	1	1	1	1	1	1	1	11052	258
hCoV-19/USA/CA-ALSR-0776-SAN/2020|EPI_ISL_483351|2020-04-11	4/11/20	USA	North America	8163	122	1	1	1	1	1	1	1	1	11057	255
hCoV-19/USA/CA-CSMC93/2020|EPI_ISL_475710|2020-04-11	4/11/20	USA	North America	646	26	25	1	1	1	1	1	1	1	844	844
hCoV-19/USA/CA-CZB-1134/2020|EPI_ISL_445182|2020-04-12	4/12/20	USA	North America	3594	26	25	1	1	1	1	1	1	1	4908	258
hCoV-19/USA/CA-SR0359/2020|EPI_ISL_458243|2020-04-12	4/12/20	USA	North America	1246	26	25	1	1	1	1	1	1	1	1682	258
hCoV-19/USA/CA-CZB-1259/2020|EPI_ISL_454679|2020-04-12	4/12/20	USA	North America	5687	75	95	1	1	68	1	1	1	1	7764	NA
hCoV-19/USA/CA-CZB-1266/2020|EPI_ISL_454686|2020-04-12	4/12/20	USA	North America	5687	75	95	1	1	68	1	1	1	1	7764	NA
hCoV-19/USA/CA-CSMC137/2020|EPI_ISL_475615|2020-04-12	4/12/20	USA	North America	8183	26	25	1	1	1	211	1	1	1	11087	258
hCoV-19/USA/CA-ALSR-0767-IPL/2020|EPI_ISL_483346|2020-04-12	4/12/20	USA	North America	231	792	1	1	1	1	62	1	4	1	6832	10221
hCoV-19/USA/CA-CSMC139/2020|EPI_ISL_475617|2020-04-12	4/12/20	USA	North America	8189	26	25	1	1	1	1	1	1	1	11094	258
hCoV-19/USA/CA-CSMC140/2020|EPI_ISL_475619|2020-04-12	4/12/20	USA	North America	8190	549	25	1	1	1	1	1	1	1	11095	NA
hCoV-19/USA/CA-CZB-1028/2020|EPI_ISL_436669|2020-04-13	4/13/20	USA	North America	4	1	252	1	1	1	1	1	1	1	3799	4
hCoV-19/USA/CA-CZB-1065/2020|EPI_ISL_437065|2020-04-13	4/13/20	USA	North America	3619	1	333	1	1	1	1	1	1	1	4942	4
hCoV-19/USA/CA-CZB-1369/2020|EPI_ISL_468374|2020-04-13	4/13/20	USA	North America	5700	26	25	1	1	1	84	1	1	1	7783	258
hCoV-19/USA/CA-SR0376/2020|EPI_ISL_458258|2020-04-13	4/13/20	USA	North America	1245	26	177	1	1	1	1	1	1	1	7810	258
hCoV-19/USA/CA-ALSR-0497-IPL/2020|EPI_ISL_483182|2020-04-13	4/13/20	USA	North America	8088	792	1	1	1	1	1	1	4	1	10956	10221
hCoV-19/USA/CA-ALSR-0587-SAN/2020|EPI_ISL_483243|2020-04-13	4/13/20	USA	North America	1245	26	25	1	1	1	134	1	1	1	11029	258
hCoV-19/USA/CA-ALSR-0759-IPL/2020|EPI_ISL_483338|2020-04-13	4/13/20	USA	North America	8088	792	1	1	1	1	1	1	4	1	10956	10221
hCoV-19/USA/CA-CSMC32/2020|EPI_ISL_475643|2020-04-13	4/13/20	USA	North America	8208	1527	25	1	1	1	1	1	1	1	11121	258
hCoV-19/USA/CA-CSMC5/2020|EPI_ISL_475662|2020-04-13	4/13/20	USA	North America	850	485	25	1	1	1	1	1	1	1	11153	258
hCoV-19/USA/CA-CSMC16/2020|EPI_ISL_475625|2020-04-13	4/13/20	USA	North America	8235	26	627	1	1	1	1	1	1	1	11160	258
hCoV-19/USA/CA-CZB-1514/2020|EPI_ISL_468461|2020-04-14	4/14/20	USA	North America	5741	26	25	1	1	1	154	1	1	1	7833	258
hCoV-19/USA/CA-CZB-1241/2020|EPI_ISL_454661|2020-04-14	4/14/20	USA	North America	5743	75	95	1	1	68	1	1	1	1	7835	NA
hCoV-19/USA/CA-CZB-1614/2020|EPI_ISL_468543|2020-04-14	4/14/20	USA	North America	4358	1	1	1	1	1	1	136	1	1	5934	4
hCoV-19/USA/CA-SR0434/2020|EPI_ISL_467963|2020-04-14	4/14/20	USA	North America	1245	26	177	1	1	1	1	1	1	1	7810	258
hCoV-19/USA/CA-CZB-1245/2020|EPI_ISL_454665|2020-04-14	4/14/20	USA	North America	5687	75	95	1	1	68	1	1	1	1	7764	NA
hCoV-19/USA/CA-SR0364/2020|EPI_ISL_458247|2020-04-14	4/14/20	USA	North America	5780	26	1	1	1	1	1	1	4	1	7883	498
hCoV-19/USA/CA-ALSR-0586-SAN/2020|EPI_ISL_483242|2020-04-14	4/14/20	USA	North America	8258	26	25	1	1	1	1	1	1	67	11188	258
hCoV-19/USA/CA-ALSR-0590-SAN/2020|EPI_ISL_483245|2020-04-14	4/14/20	USA	North America	8258	26	25	1	1	1	1	1	1	67	11188	258
hCoV-19/USA/CA-SR0362/2020|EPI_ISL_458246|2020-04-15	4/15/20	USA	North America	52	26	1	1	1	1	1	1	39	1	300	300
hCoV-19/USA/CA-SR0368/2020|EPI_ISL_458251|2020-04-15	4/15/20	USA	North America	1246	26	25	1	1	1	1	1	1	1	1682	258
hCoV-19/USA/CA-ALSR-0588-IPL/2020|EPI_ISL_483244|2020-04-15	4/15/20	USA	North America	8290	26	260	1	1	1	1	1	1	1	11225	258
hCoV-19/USA/CA-ALSR-0582-SAN/2020|EPI_ISL_483238|2020-04-15	4/15/20	USA	North America	8291	26	1	1	1	1	1	1	4	1	11226	498
hCoV-19/USA/CA-ALSR-0501-IPL/2020|EPI_ISL_483185|2020-04-15	4/15/20	USA	North America	8292	26	1	1	1	1	1	1	1	1	11228	255
hCoV-19/USA/CA-ALSR-0765-IPL/2020|EPI_ISL_483344|2020-04-15	4/15/20	USA	North America	8292	26	1	1	1	1	1	1	1	1	11228	255
hCoV-19/USA/CA-ALSR-0583-SAN/2020|EPI_ISL_483239|2020-04-15	4/15/20	USA	North America	195	26	25	1	1	1	1	2	1	1	3525	258
hCoV-19/USA/CA-ALSR-0781-SAN/2020|EPI_ISL_483353|2020-04-15	4/15/20	USA	North America	8311	26	1	1	1	1	1	1	39	1	11251	300
hCoV-19/USA/CA-ALSR-0602-IPL/2020|EPI_ISL_483250|2020-04-15	4/15/20	USA	North America	8316	792	1	1	1	1	1	1	4	1	11261	10221
hCoV-19/USA/CA-ALSR-0585-SAN/2020|EPI_ISL_483241|2020-04-15	4/15/20	USA	North America	3956	26	219	1	1	1	1	1	4	1	11264	498
hCoV-19/USA/CA-ALSR-0597-IPL/2020|EPI_ISL_483248|2020-04-15	4/15/20	USA	North America	8316	792	1	1	1	1	1	1	4	1	11261	10221
hCoV-19/USA/CA-ALSR-0474-SAN/2020|EPI_ISL_483164|2020-04-15	4/15/20	USA	North America	8318	26	1	1	1	1	1	1	4	1	11266	498
hCoV-19/USA/CA-ALSR-0472-SAN/2020|EPI_ISL_483162|2020-04-15	4/15/20	USA	North America	8045	26	1	1	1	1	1	1	4	1	10905	498
hCoV-19/USA/CA-ALSR-0584-SAN/2020|EPI_ISL_483240|2020-04-15	4/15/20	USA	North America	8331	26	25	1	1	1	1	1	1	1	11287	258
hCoV-19/USA/CA-ALSR-0502-SAN/2020|EPI_ISL_483186|2020-04-15	4/15/20	USA	North America	8331	26	25	1	1	1	1	1	1	1	11287	258
hCoV-19/USA/CA-ALSR-0593-SAN/2020|EPI_ISL_483247|2020-04-15	4/15/20	USA	North America	52	26	1	1	194	1	1	1	39	1	11289	300
